uce,ominor,obimaculoides,lpealeii,ovulgaris,pcanaliculata
uce-20642,.,1,1,1,1
uce-37859,.,1,1,1,1
uce-17585,1,1,1,1,1
uce-3050,1,1,1,1,.
uce-3053,1,1,1,1,.
uce-40425,1,1,1,1,.
uce-30643,1,1,1,1,.
uce-40427,1,1,1,1,.
uce-22178,.,1,1,1,1
uce-38624,1,.,1,.,.
uce-38625,1,1,1,1,.
uce-38626,1,1,.,1,1
uce-38627,1,1,1,1,.
uce-38620,.,.,.,.,.
uce-26143,.,.,.,.,.
uce-38622,.,.,1,.,.
uce-38623,.,.,1,.,.
uce-4846,1,1,1,1,1
uce-38628,1,1,1,1,.
uce-4843,1,1,.,1,1
uce-29679,1,1,1,1,.
uce-13699,1,1,1,1,1
uce-18817,1,1,1,1,1
uce-30898,1,1,1,1,.
uce-29899,1,1,1,1,1
uce-731,1,1,1,1,1
uce-2612,.,1,.,1,1
uce-29785,.,1,.,1,1
uce-25388,1,1,1,1,1
uce-19342,1,1,1,1,.
uce-7464,1,1,1,1,.
uce-30902,.,1,1,1,1
uce-29077,1,1,1,1,.
uce-29074,1,1,1,1,.
uce-17537,.,.,1,.,.
uce-22594,1,1,1,1,1
uce-28302,.,.,.,.,.
uce-28303,.,.,.,.,.
uce-7271,1,1,1,1,1
uce-38133,1,1,1,1,1
uce-34726,1,1,1,1,.
uce-6983,1,1,1,1,.
uce-9173,1,1,1,1,.
uce-6731,1,1,1,1,.
uce-7133,.,1,.,1,1
uce-16450,1,1,1,1,.
uce-28308,1,1,1,1,.
uce-33751,.,1,1,1,1
uce-9179,1,1,1,1,.
uce-3844,.,1,1,1,.
uce-7642,.,.,.,.,1
uce-2181,1,1,1,1,.
uce-38719,1,1,1,1,.
uce-38965,1,1,1,1,.
uce-2182,1,1,1,1,1
uce-40734,1,1,1,1,.
uce-17536,1,1,.,1,.
uce-40739,1,1,1,1,.
uce-7482,1,1,1,1,1
uce-33032,1,1,1,1,.
uce-17447,.,.,1,.,1
uce-17446,.,.,.,.,.
uce-17445,.,.,.,.,.
uce-30009,1,1,1,1,.
uce-647,1,1,1,1,.
uce-21668,.,.,.,.,.
uce-22122,1,1,1,1,.
uce-12396,1,1,.,1,1
uce-27443,.,.,.,.,.
uce-30769,1,1,1,1,1
uce-20798,1,1,1,1,.
uce-28781,1,1,.,1,1
uce-18925,1,1,1,1,.
uce-3229,1,1,1,1,.
uce-5388,.,.,.,.,.
uce-28418,.,.,1,.,.
uce-28419,.,.,.,.,.
uce-32819,.,1,1,1,1
uce-2051,.,.,1,.,.
uce-2050,.,.,1,.,.
uce-35902,1,1,1,1,1
uce-8824,1,1,1,1,.
uce-8825,1,1,1,1,.
uce-34738,.,.,.,.,.
uce-1554,.,1,.,1,.
uce-2981,1,1,1,1,1
uce-22128,.,.,.,.,.
uce-2983,1,1,1,1,.
uce-6601,.,1,1,1,1
uce-2984,1,1,1,1,.
uce-6604,.,1,1,1,1
uce-22129,.,.,.,.,.
uce-40555,1,1,1,1,.
uce-20429,1,1,1,1,.
uce-3118,.,.,1,.,1
uce-7734,1,1,1,1,.
uce-9511,1,1,.,1,1
uce-17650,1,1,1,1,.
uce-37852,1,1,1,1,.
uce-35906,1,1,1,1,.
uce-29324,1,1,1,1,.
uce-18704,.,.,.,.,.
uce-22653,1,1,1,1,.
uce-22650,1,1,1,1,.
uce-2647,1,1,1,1,.
uce-22498,1,1,1,1,.
uce-21480,1,1,1,1,.
uce-38158,1,1,1,1,1
uce-38159,.,1,1,1,1
uce-1957,1,1,1,1,1
uce-18194,1,1,1,1,.
uce-36646,1,1,.,1,1
uce-35905,.,.,1,.,1
uce-16097,1,1,1,1,.
uce-1952,.,1,1,1,1
uce-24741,1,1,1,1,.
uce-1950,.,.,1,.,.
uce-12083,.,1,1,1,1
uce-12084,.,1,1,1,1
uce-8919,1,1,1,1,.
uce-24898,1,1,.,1,1
uce-1428,.,.,1,.,.
uce-1426,1,1,1,1,.
uce-36480,1,1,1,1,.
uce-8917,1,1,1,1,1
uce-20406,.,.,1,.,.
uce-33856,.,1,1,1,.
uce-33857,.,1,1,1,.
uce-13287,1,1,1,1,.
uce-21500,.,.,1,.,1
uce-23532,1,1,.,1,1
uce-33831,1,1,.,1,.
uce-14060,1,1,.,1,1
uce-14062,1,1,.,1,1
uce-22039,1,1,.,1,1
uce-5649,.,.,.,.,.
uce-1778,1,1,1,1,.
uce-34391,1,.,1,1,1
uce-6712,1,1,1,1,.
uce-34393,1,1,1,1,.
uce-34394,1,1,1,1,.
uce-25201,1,1,1,1,.
uce-230,1,1,1,.,.
uce-17278,1,1,1,1,1
uce-34398,.,.,.,.,.
uce-28123,1,1,1,1,.
uce-10952,.,.,.,.,.
uce-10953,.,.,.,.,1
uce-10954,.,.,.,.,.
uce-238,1,1,1,1,.
uce-36512,1,1,1,1,.
uce-18344,1,1,1,1,.
uce-10759,1,1,1,1,.
uce-24302,1,1,1,1,.
uce-820,1,1,1,1,1
uce-9193,1,1,1,1,1
uce-20034,.,.,1,.,.
uce-12882,1,1,1,1,.
uce-1716,1,1,1,1,.
uce-8460,.,1,1,1,1
uce-6160,1,1,1,1,.
uce-24309,1,1,1,1,.
uce-4205,1,1,1,1,1
uce-23695,1,1,1,1,.
uce-13373,.,1,1,1,.
uce-8347,.,1,1,1,1
uce-1393,.,.,.,.,.
uce-23694,1,.,1,1,1
uce-7995,1,1,1,1,.
uce-5618,1,1,1,1,.
uce-4124,1,1,1,1,1
uce-32541,.,.,.,.,1
uce-18449,1,1,1,1,.
uce-8645,1,1,1,1,.
uce-21271,1,1,1,1,.
uce-14399,1,1,1,1,1
uce-14394,1,1,1,1,.
uce-8461,.,1,1,1,1
uce-9517,1,1,.,1,1
uce-14393,1,1,1,1,.
uce-38972,1,1,1,1,1
uce-27571,1,1,1,1,.
uce-8138,1,1,1,1,1
uce-35062,1,1,1,1,.
uce-27907,1,1,1,1,.
uce-23782,.,1,1,1,1
uce-1373,1,1,1,1,.
uce-24706,1,1,1,1,.
uce-8130,1,1,1,1,.
uce-35031,1,1,1,1,1
uce-18499,1,1,.,1,.
uce-28405,.,.,1,.,.
uce-2179,1,1,1,1,.
uce-18148,1,1,1,1,1
uce-16071,1,1,1,1,1
uce-22581,1,1,1,1,1
uce-21879,.,.,.,.,.
uce-21878,1,1,1,1,.
uce-22646,1,1,1,1,1
uce-30267,1,1,1,1,1
uce-38888,1,1,1,1,.
uce-22875,1,1,1,1,.
uce-35469,.,1,1,1,.
uce-16470,1,1,1,1,.
uce-39575,1,.,1,.,1
uce-13112,1,1,1,1,1
uce-1081,1,1,1,1,.
uce-1080,1,1,1,1,.
uce-1083,1,1,1,1,.
uce-1082,1,1,1,1,.
uce-1364,1,1,1,1,.
uce-19632,1,1,1,1,1
uce-19630,1,1,1,1,.
uce-5006,1,1,1,1,1
uce-39744,1,1,1,1,.
uce-34033,.,1,1,1,1
uce-13628,1,1,1,1,.
uce-13627,1,1,1,1,1
uce-18722,1,1,1,1,.
uce-13625,1,.,.,1,1
uce-13624,1,1,1,1,1
uce-21895,1,1,1,1,.
uce-28376,1,1,1,1,.
uce-39755,.,1,.,1,.
uce-14482,.,.,.,.,.
uce-14483,.,.,.,.,.
uce-3307,1,1,1,1,.
uce-9730,1,1,1,1,1
uce-31568,1,1,1,1,.
uce-5094,1,1,1,1,.
uce-5095,.,.,.,.,1
uce-24787,.,.,1,.,.
uce-11841,.,.,.,1,.
uce-30723,1,1,1,1,.
uce-23659,1,1,1,1,.
uce-5252,.,.,.,.,1
uce-29914,.,.,1,.,.
uce-17296,1,1,1,1,1
uce-11538,1,1,1,1,1
uce-5705,.,1,.,1,.
uce-11535,1,1,1,1,.
uce-31363,1,1,1,1,.
uce-30177,1,1,.,1,.
uce-11531,.,1,1,1,1
uce-31367,1,1,1,1,.
uce-31364,1,1,1,1,.
uce-31365,.,1,1,1,1
uce-10003,1,1,1,1,.
uce-15900,1,1,1,1,1
uce-13758,.,1,1,1,1
uce-3516,.,1,.,1,1
uce-25004,1,1,1,1,1
uce-16501,1,1,.,1,1
uce-6845,.,1,.,1,.
uce-10009,1,1,1,1,1
uce-9739,1,1,1,1,.
uce-25238,1,1,1,1,.
uce-1384,1,1,1,1,1
uce-10228,.,.,.,.,.
uce-10229,1,.,.,1,1
uce-27337,1,1,1,1,.
uce-21092,1,1,1,1,.
uce-26936,1,1,1,1,.
uce-12710,.,.,.,.,.
uce-27209,1,1,1,1,.
uce-10226,1,1,1,1,1
uce-10227,.,.,.,.,.
uce-7169,1,1,1,1,1
uce-33632,1,.,1,1,1
uce-35118,1,1,1,1,.
uce-37429,1,1,1,1,.
uce-33631,1,1,1,1,.
uce-33636,1,1,.,1,1
uce-33637,.,.,.,.,.
uce-4479,1,1,1,1,.
uce-18038,.,1,1,1,1
uce-27243,1,1,1,1,1
uce-10976,1,1,1,1,.
uce-33638,.,.,.,.,.
uce-32720,1,1,1,1,1
uce-39623,1,1,.,1,1
uce-35117,1,1,.,1,1
uce-2852,1,1,1,1,1
uce-24531,1,1,1,1,.
uce-25790,.,.,1,.,.
uce-25796,1,1,1,1,.
uce-38669,.,1,1,1,1
uce-33719,1,1,1,1,.
uce-15286,1,1,1,1,1
uce-15284,1,1,1,1,1
uce-35287,1,1,1,1,1
uce-22924,1,1,1,1,.
uce-25552,1,1,1,1,1
uce-1162,1,1,1,1,.
uce-13554,1,1,1,1,1
uce-36264,1,1,1,1,.
uce-11993,1,1,1,1,1
uce-17791,.,1,.,1,1
uce-11991,1,1,1,1,1
